order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_timestamp,order_estimated_delivery_date,customer_zip_code_prefix,customer_city,customer_state,product_id,seller_id,price,shipping_charges,payment_sequential,payment_type,payment_installments,payment_value,product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm
MZeKkN0SCEru,cgkjBZj9WOTh,delivered,2017-05-25 17:22:08,2017-05-27 02:50:16,2017-06-05 11:57:54,2017-06-19,70756,rio de janeiro,RJ,9qyfYCyeyqwj,kiirS0of7bJI,45.65,47.55,1,wallet,1,122.81,toys,50.0,20.0,11.0,16.0
JLBtsLKPjONr,wtIA49sg3T81,delivered,2018-05-11 14:47:16,2018-05-11 15:12:12,2018-05-16 20:06:39,2018-06-12,5581,rio de janeiro,RJ,V8BgVqyJUGLc,luzDO2kXE6wp,49.97,67.42,1,credit_card,1,388.74,toys,200.0,22.0,3.0,15.0
SegU1jieSBBB,juquZZwJ1zik,delivered,2017-08-15 15:41:17,2017-08-15 16:55:19,2017-08-30 22:05:11,2017-09-26,63595,maracanau,CE,Biwi1BNtUB7l,r7VxefoTVHbb,692.0,191.11,1,credit_card,1,34.24,toys,1500.0,30.0,22.0,30.0
Il3orzmPTllP,PlaaD0a0D1Jf,delivered,2018-07-24 17:58:04,2018-07-24 18:10:20,2018-08-03 18:36:42,2018-08-29,58027,rio de janeiro,RJ,oQoZNUGwdjc4,NSTd0PXlulDm,100.0,10.35,1,credit_card,1,237.92,toys,950.0,36.0,30.0,19.0
WA7U1BhxxhYF,atLtFEOz9r0J,delivered,2018-07-15 01:00:43,2018-07-15 01:15:08,2018-07-20 16:25:54,2018-08-06,4635,pato branco,PR,WNb7PCCImICx,Ld5BbJbgEpJp,66.0,47.5,1,credit_card,1,273.32,toys,100.0,18.0,9.0,12.0
w7ZuGvisRSm8,k4zSabGh7twI,delivered,2017-10-24 18:32:24,2017-10-24 18:49:59,2017-10-27 18:30:08,2017-11-06,15056,sao paulo,SP,Baili4Bf5wly,sHHmuXxVQj7Q,42.89,32.34,1,credit_card,1,122.91,toys,600.0,26.0,6.0,18.0
FKzp6ZU3OsGN,u8vQmrDgILSW,delivered,2018-06-11 12:21:38,2018-06-11 12:38:55,2018-06-15 14:34:41,2018-07-04,12285,brasilia,DF,4eFJ1oV09aPQ,5CWsML1OpXsm,118.99,32.36,1,credit_card,3,477.98,stationery,1900.0,49.0,12.0,36.0
baveMyfUMokY,alRK1aSUONo4,delivered,2017-04-21 21:53:53,2017-04-22 22:01:39,2017-05-15 14:20:00,2017-05-29,40220,niteroi,RJ,CpeCg2UGCL6P,AvTLykupHOIB,2600.0,2.46,1,voucher,1,209.53,toys,250.0,40.0,4.0,30.0
BKbZcOmdyTyA,Ykb8ZuMTCMsM,delivered,2018-03-10 02:13:19,2018-03-10 03:08:49,2018-04-11 19:41:39,2018-04-04,63165,goiania,GO,1edaUIVffPFF,coi9xkdo66JI,148.5,12.72,1,credit_card,4,182.17,watches_gifts,584.0,16.0,11.0,13.0
2au2fwFwEbnU,SRHnTdJLYFXC,delivered,2018-03-21 18:59:56,2018-03-21 19:10:24,2018-03-23 14:53:28,2018-04-03,19015,sao paulo,SP,RL7OKDCyY23o,oMX7XDg7PCkP,820.0,55.95,1,credit_card,10,317.4,toys,350.0,16.0,5.0,20.0
VI0KtbAXEtHQ,1km898a6EoSc,delivered,2018-07-15 09:56:32,2018-07-16 13:30:36,2018-08-02 18:06:41,2018-07-26,34007,sao paulo,SP,iXx5isihu6CK,B4yd3gHbEe0Y,167.0,11.55,1,wallet,1,61.02,toys,250.0,32.0,3.0,24.0
5JUpFOew90i1,gC4D46QvRFBw,delivered,2017-12-06 18:10:11,2017-12-08 02:54:32,2017-12-18 20:43:34,2017-12-29,21765,rio de janeiro,RJ,LUrlhAVErTBC,l1pYW6GBnPMr,820.0,20.9,1,wallet,1,5.5,telephony,350.0,17.0,4.0,12.0
eqgkb6HcdgI0,fbSruYfcPu0q,delivered,2018-01-13 18:13:53,2018-01-16 03:34:49,2018-02-04 17:51:58,2018-02-15,68902,porto alegre,RS,nbxRNMrX4Jzz,2a07LobkzHUx,1095.65,38.66,1,wallet,1,148.2,furniture_decor,500.0,30.0,3.0,19.0
MFO2VqFw2VwT,Jm0P52SP0NY6,delivered,2018-01-06 20:12:23,2018-01-09 07:17:51,2018-01-24 19:34:55,2018-02-02,3185,florianopolis,SC,J1nt12X3KP6b,lfRV5qiPQJXi,439.99,26.02,1,wallet,1,177.18,toys,1250.0,22.0,5.0,22.0
MtvtKb5zOZtC,57Im6ngwpM6P,delivered,2018-02-06 13:50:32,2018-02-06 14:15:49,2018-02-26 17:26:01,2018-03-13,2982,buique,PE,nXZPk6g0AKxS,XePbD5Ocm6Yk,176.49,8.85,1,credit_card,6,74.93,telephony,450.0,17.0,3.0,11.0
sA8dGhDYirLe,AqvRKcmgHk1N,delivered,2017-01-31 18:59:08,2017-01-31 19:05:17,2017-02-20 14:33:11,2017-03-21,2365,teresina,PI,B4vcMMuCF3Wi,IRFNV9diw97l,52.14,26.32,1,credit_card,1,96.27,toys,1600.0,27.0,10.0,19.0
aitrEj0cP7Mk,m1esFGgYZ6n8,delivered,2018-01-09 09:33:17,2018-01-09 09:48:56,2018-01-15 16:49:12,2018-02-02,17730,braganca paulista,SP,qOiDnN39CMGm,yHsOFiqVrV1u,517.65,22.52,1,credit_card,2,61.08,toys,6550.0,38.0,30.0,28.0
RMuBa5M4Q6l1,lw6aUjNnWd2l,delivered,2017-11-24 09:09:48,2017-11-24 10:12:24,2017-12-11 21:29:02,2017-12-19,14784,belo horizonte,MG,IPGqbE9mezk6,EGpv4plsYpt1,820.05,29.68,1,credit_card,1,1524.24,toys,200.0,29.0,7.0,16.0
pFKlwfQB94oe,pWJzs6JERlV9,delivered,2018-04-06 11:45:09,2018-04-06 11:55:19,2018-04-11 21:46:53,2018-04-24,4963,uberaba,MG,DozNQb0ybeHX,Ju0m9Y6pHobn,879.99,56.09,1,credit_card,3,100.43,electronics,1850.0,56.0,12.0,39.0
smguEISZEtFw,ZSkeSyLY182M,delivered,2018-01-23 11:51:03,2018-01-23 12:17:53,2018-01-25 14:33:16,2018-02-07,59160,piracicaba,SP,YWxNxMu4wOKG,YVBAT3QqF9Qj,13.1,19.16,1,credit_card,2,1301.01,toys,1050.0,36.0,24.0,22.0
mLUHFpM8ujom,63kTJR7xkp0I,delivered,2017-09-30 19:56:40,2017-09-30 20:14:26,2017-10-06 22:36:50,2017-10-25,5642,januaria,MG,hfEa3c65LTA2,0Mzbc3aACMOQ,125.46,3.09,1,credit_card,10,378.67,toys,5950.0,20.0,20.0,20.0
PcKalbEiNZzX,ZCDrfq7wFwOj,delivered,2018-07-25 13:00:01,2018-07-25 13:10:17,2018-08-15 14:57:10,2018-08-16,36072,sao paulo,SP,fiuC27jT5w6G,OmnaX5eZIQPH,10.6,47.45,1,credit_card,2,269.35,toys,20450.0,101.0,10.0,62.0
6esWecC79iJI,Cvr6dMlxQV4s,delivered,2017-12-23 16:59:13,2017-12-23 19:30:27,2018-01-11 23:18:15,2018-01-26,9960,simoes filho,BA,sCONCvmO1cEY,0Mzbc3aACMOQ,136.9,48.53,1,voucher,1,726.82,computers_accessories,6550.0,20.0,20.0,20.0
64k36bRCjGje,PbiPZyG8tGnu,delivered,2018-03-03 09:57:04,2018-03-05 14:20:25,2018-03-21 23:26:46,2018-04-06,94463,brasilia,DF,eLt6OcrXzyhK,A7s2wiNKJ3HW,113.49,28.31,1,voucher,1,53.51,toys,375.0,31.0,12.0,23.0
eepjXFvrTqUX,CELwVt0bNubO,delivered,2017-07-10 22:29:10,2017-07-10 22:43:35,2017-07-24 19:27:59,2017-08-07,58433,goiania,GO,grP6nkqKEP26,zXm1l9WjzYX5,67.12,50.0,1,credit_card,3,141.82,toys,875.0,30.0,26.0,28.0
KmRzUVbJbdrT,QJ5NQuYGVOCX,delivered,2017-07-17 18:19:50,2017-07-17 18:30:24,2017-08-02 21:23:26,2017-08-21,60177,rio branco,AC,xAU5QJnI3NSi,TuPm19CMKvrM,117.56,99.65,1,credit_card,8,668.04,toys,400.0,18.0,11.0,20.0
cktWTyplMqK1,Rb2HOJnSKCBo,delivered,2017-11-28 09:44:59,2017-11-29 02:16:57,2017-12-12 20:59:43,2017-12-26,5436,miguel pereira,RJ,MoNHZRbyD4cE,TuPm19CMKvrM,111.27,47.55,1,wallet,1,48.43,toys,200.0,20.0,15.0,15.0
oO8G9bmnqa4M,46azq3C14l7r,delivered,2018-01-24 10:21:58,2018-01-25 02:57:25,2018-02-06 21:12:07,2018-02-21,59054,campos dos goytacazes,RJ,ro08JPncYzLh,r7VxefoTVHbb,509.99,17.44,1,wallet,1,1221.39,garden_tools,1650.0,30.0,22.0,30.0
aBjnqYq6HRKP,SylIovhG1ns5,delivered,2017-12-12 15:34:58,2017-12-12 15:51:42,2017-12-29 22:37:01,2018-01-08,25922,belo horizonte,MG,ro08JPncYzLh,r7VxefoTVHbb,2130.0,38.6,1,credit_card,3,154.45,garden_tools,1650.0,30.0,22.0,30.0
icmojhGZGAj8,en5cvjdSHuKZ,delivered,2018-06-06 22:07:59,2018-06-06 22:34:30,2018-06-18 18:48:49,2018-07-16,4843,florianopolis,SC,nVUUdBlcboP1,SixfIXbZXuJK,99.49,12.28,1,credit_card,1,24.79,toys,500.0,33.0,6.0,22.0
cgipHk7XHpAF,CyTA3eVR2pda,delivered,2018-03-21 22:20:20,2018-03-21 22:35:26,2018-04-17 19:33:47,2018-04-25,87525,sao goncalo,RJ,CpeCg2UGCL6P,AvTLykupHOIB,97.44,6.87,1,credit_card,1,362.93,toys,250.0,40.0,4.0,30.0
nURX5PABdKdj,BC3PdWWZcIyW,delivered,2017-09-19 10:37:23,2017-09-19 11:20:17,2017-09-29 21:36:53,2017-10-05,66115,jundiai,SP,upgZUdQiy4x2,yHsOFiqVrV1u,49.38,52.74,1,credit_card,8,20.76,stationery,5750.0,60.0,20.0,29.0
qYqkK0HXpHs5,ARofH5qyuKcQ,delivered,2018-03-25 21:09:00,2018-03-25 21:30:26,2018-03-28 19:27:41,2018-04-06,52070,sao paulo,SP,XAplk0jHN3jt,J8zCrgNURNmv,265.9,34.33,1,credit_card,1,328.41,toys,850.0,37.0,23.0,35.0
IZOe0QVE0yP7,mecXwcN8ZqNE,delivered,2018-05-03 07:32:52,2018-05-03 07:55:17,2018-05-23 15:23:55,2018-05-22,3112,armacao dos buzios,RJ,CpknpOzSj9az,pCwVtviNDMp4,159.91,35.95,1,credit_card,3,364.58,toys,2067.0,33.0,14.0,15.0
5Ny5ZDskLTGg,PTwkxzePM123,delivered,2017-10-28 13:18:28,2017-10-28 13:35:14,2017-11-10 17:23:41,2017-11-29,89219,goiania,GO,jeYvQlPE1ubY,Ty2rCht628LC,42.89,77.47,1,credit_card,1,10.34,toys,1000.0,20.0,30.0,20.0
6PkLqvsls2Tm,bQwVanDzBwl7,delivered,2018-03-13 13:31:24,2018-03-13 13:48:30,2018-03-17 01:48:46,2018-03-23,9623,sao paulo,SP,508r9y2t4zJK,m3ZW0huovPVQ,89.21,18.4,1,credit_card,1,384.14,housewares,5675.0,25.0,25.0,60.0
XRnV5omxdKS6,oTMKpMkwunJr,delivered,2018-05-02 21:13:29,2018-05-04 03:31:48,2018-05-05 19:03:53,2018-05-16,77600,maua,SP,VyvqSoUrvQ46,yNuJ972zjSM4,62.83,29.36,1,wallet,1,222.03,toys,363.0,18.0,13.0,13.0
t1diVy72hLMQ,mbm8tHn2Xp86,delivered,2018-04-23 13:24:14,2018-04-24 18:34:11,2018-05-03 20:22:54,2018-05-14,56326,cianorte,PR,tlQdU5SA5dlG,SixfIXbZXuJK,77.97,6.87,1,debit_card,1,298.17,books_general_interest,400.0,33.0,6.0,22.0
4sQ0tL98QIFw,9vgNAsurcOpE,delivered,2018-08-15 10:52:43,2018-08-15 11:04:32,2018-08-24 19:08:41,2018-08-29,2847,juiz de fora,MG,qckvlxv3RRPb,Fh5z5uvA4neX,520.2,6.87,1,voucher,1,33.48,construction_tools_construction,400.0,27.0,5.0,16.0
bq6783ba5EyY,z9pohJz4P0vA,delivered,2018-02-10 23:00:59,2018-02-11 00:15:28,2018-02-26 14:09:58,2018-03-16,13046,vila bela da santissima trindade,MT,dj0JydweuZ8c,5FvGdji6skxT,820.0,70.82,1,credit_card,4,358.04,toys,225.0,17.0,6.0,13.0
mTGzwFqRnQd5,veKBTP71uLfz,delivered,2018-03-11 22:10:16,2018-03-11 22:28:02,2018-03-21 00:42:31,2018-04-04,88460,lindolfo collor,RS,3XLKFJwq289w,NQSslzhxLuGx,6.33,10.35,1,credit_card,4,208.07,toys,750.0,30.0,17.0,30.0
b4Ip5cVkK5VM,deT2hc6QRHrY,delivered,2017-11-23 07:19:20,2017-11-24 03:09:53,2017-12-19 18:44:36,2017-12-14,55590,parati,RJ,eZ9wNNBzwogj,EhGbqP9YcXAn,215.94,47.55,1,wallet,1,165.22,toys,200.0,35.0,6.0,24.0
bTSxMdj503DM,4aus099R7krA,delivered,2018-08-06 12:57:57,2018-08-06 13:10:12,2018-08-10 16:30:52,2018-08-15,26535,rio de janeiro,RJ,5SdTaEq1hlQh,Y05S2sZbYyUe,94.76,42.59,1,credit_card,10,624.35,consoles_games,706.0,32.0,8.0,38.0
gZAZOI3UzwIq,naiuta8BYQVI,delivered,2017-02-03 18:43:37,2017-02-03 18:55:11,2017-02-20 12:53:50,2017-03-20,32470,florianopolis,SC,kwccufWonH3T,dHUHvmn8Gewy,100.0,9.12,1,credit_card,2,568.5,toys,100.0,16.0,9.0,11.0
7ayI6GLqhWu0,sGhrN524Jc81,delivered,2017-01-26 18:04:03,2017-01-26 18:15:10,2017-02-06 13:05:57,2017-03-06,2316,niteroi,RJ,eexTOkQMqdmO,siEaSoSSRIVR,63.2,2.46,1,credit_card,1,69.0,toys,100.0,20.0,20.0,20.0
7YfmRQydU7qU,Ds2OXYztIRth,shipped,2018-08-02 20:17:15,2018-08-02 21:00:08,,2018-08-21,45615,rio de janeiro,RJ,6lsIKONjvlrc,UOGIrJtSldvd,367.0,56.11,1,credit_card,1,39.38,toys,575.0,16.0,18.0,12.0
N82XnbFFP4ay,qrDZURTkCNH8,delivered,2016-10-08 22:11:57,2016-10-11 15:09:06,2016-10-15 15:09:06,2016-11-30,71009,sao paulo,SP,KXYxtZd3QWs1,OJLPolfeNiuv,51.5,56.56,1,credit_card,5,38.82,baby,600.0,70.0,11.0,11.0
BVwFnjjWtd94,0xNRAYv1GADA,delivered,2017-12-19 18:48:27,2017-12-20 17:12:27,2017-12-26 15:04:13,2018-01-08,70238,campinas,SP,Ycoiqp2LnndQ,WTbhLip6Y9IF,71.8,36.77,1,wallet,1,99.4,toys,250.0,16.0,11.0,11.0
XVYxBhCCTfvy,Xo6MZ5D5GBYK,delivered,2017-09-20 12:52:52,2017-09-20 13:10:26,2017-09-28 18:39:10,2017-10-20,7849,planaltina,GO,dAz11YkQkoue,TuPm19CMKvrM,59.21,47.55,1,wallet,1,548.08,health_beauty,100.0,20.0,15.0,15.0
yMRheRMFpSya,RPwVgcA8Ppeh,delivered,2017-10-03 11:51:24,2017-10-04 02:49:22,2017-10-18 20:34:15,2017-10-30,36568,jaragua do sul,SC,XlcB768orrxp,2EK6JaJ354rz,2130.0,40.49,1,wallet,1,7.51,toys,400.0,30.0,20.0,20.0
KgelML7vJp1o,aBrwMsUFWTkZ,delivered,2017-04-18 11:50:21,2017-04-19 02:45:48,2017-05-05 20:22:01,2017-05-10,55410,jundiai,SP,0vbEvli2JYJu,RKad98cTxhSb,95.03,57.81,1,wallet,1,228.9,toys,1383.0,50.0,10.0,40.0
P9Z3E7GpP4Bb,wn7ewbJPHzyH,delivered,2017-02-18 17:43:04,2017-02-18 17:55:19,2017-03-01 13:47:59,2017-03-30,71741,cachoeiro de itapemirim,ES,10L2iYzQO5ip,1tQEjUJuOyJ8,154.0,27.8,1,credit_card,3,608.28,toys,1800.0,38.0,12.0,35.0
NuxGIZNOSY83,HrQ6xUJAttgC,delivered,2018-07-16 16:53:42,2018-07-16 17:00:35,2018-07-21 13:37:20,2018-07-26,25725,guarulhos,SP,a4DDxBqRuXAh,luzDO2kXE6wp,355.9,42.75,1,debit_card,1,62.98,toys,300.0,22.0,5.0,15.0
65eqs6CTD5VK,Oqs1z2uHxBOX,delivered,2018-03-21 10:59:55,2018-03-21 11:10:40,2018-04-02 19:24:54,2018-04-09,40800,sao paulo,SP,9sozAkDMKi58,cYJkVT6fDynQ,2899.0,22.18,1,credit_card,2,231.76,toys,600.0,20.0,28.0,12.0
ZLNIj6g7NaiY,v7fFPbHVCPYA,delivered,2018-04-27 21:25:04,2018-04-28 19:33:47,2018-05-07 20:12:51,2018-05-17,36880,diadema,SP,qUtO96OOM02h,ZYtbaaPNs62Q,8.59,82.12,1,wallet,1,19.09,small_appliances,2900.0,16.0,34.0,32.0
xVJYB3bhGfMv,RduX1ZfxMwcP,delivered,2017-07-29 18:58:46,2017-07-29 19:10:23,2017-08-02 20:42:14,2017-08-11,2033,sao paulo,SP,7RYieb3htbjj,tjn9TXOjEGlU,14.4,26.6,1,credit_card,3,74.48,toys,300.0,16.0,16.0,16.0
KHBjD5kbwYuT,N4MjJ12u0svx,delivered,2018-07-29 19:35:16,2018-07-29 19:45:10,2018-08-02 13:30:47,2018-08-07,6142,embu-guacu,SP,wAqpjobOTLMo,Fh5z5uvA4neX,36.99,69.13,1,credit_card,1,40.63,construction_tools_construction,1200.0,16.0,11.0,11.0
4QHpWbYTyvH5,7WZN1VoLXRRk,delivered,2017-11-22 21:32:02,2017-11-22 21:46:21,2017-12-01 22:51:35,2017-12-11,2525,belo horizonte,MG,5mKFLFquGKaV,5Ja2lH0N2OZt,71.8,69.21,1,credit_card,1,7.55,toys,1500.0,20.0,20.0,20.0
Gu98SVPp8FaS,eWGy7uVWwUva,delivered,2017-12-07 20:06:56,2017-12-07 20:17:26,2017-12-18 23:12:27,2018-01-02,21550,praia grande,SP,Rz2wUxfmSde1,CNWoEIUkMX7C,58.1,27.45,1,credit_card,1,265.9,toys,650.0,25.0,11.0,15.0
3xlwBwx3BQDh,oV7N38UEpeqk,delivered,2018-08-22 15:50:50,2018-08-23 02:45:19,2018-08-27 17:11:39,2018-08-30,5756,sao paulo,SP,pzW4oNLHaz8z,ruq0u2ZpAMDr,231.27,48.23,1,wallet,1,610.59,toys,2050.0,34.0,8.0,32.0
04BvOTgqn0Lr,sV6x9EUp7JpO,delivered,2018-05-02 21:13:29,2018-05-04 03:31:48,2018-05-05 19:03:53,2018-05-16,77600,maua,SP,VyvqSoUrvQ46,yNuJ972zjSM4,62.83,29.36,1,wallet,1,222.03,toys,363.0,18.0,13.0,13.0
CcFMFBcox2iO,7YgfE75Gr7PA,delivered,2017-03-10 15:48:11,2017-03-10 15:48:11,2017-03-17 07:19:30,2017-03-29,1233,sao joaquim da barra,SP,ODjLJ2sHDqZ8,2jTASjIU2rIf,112.33,55.54,1,credit_card,3,191.13,toys,350.0,17.0,12.0,12.0
3LVqW9h9rEOV,SLroioaNSlTW,delivered,2017-07-25 09:07:16,2017-07-25 09:23:11,2017-07-26 17:53:48,2017-08-07,72502,indaiatuba,SP,POcHuuJyRlQP,AHG0TE6bRNNY,67.9,23.6,2,voucher,1,54.28,toys,235.0,19.0,14.0,17.0
Gy6NLoJQkqil,DgcJxMaIUX3l,delivered,2018-04-10 10:22:55,2018-04-11 05:50:11,2018-04-19 14:41:27,2018-05-03,80420,rancharia,SP,la1wknZzzaEn,16pMg4KJ3hIj,164.9,22.18,1,wallet,1,39.05,bed_bath_table,900.0,16.0,10.0,16.0
aC69mxZqFOIL,bzx8SWQGLwvS,delivered,2018-07-24 23:31:05,2018-07-24 23:44:22,2018-07-27 23:03:13,2018-08-01,6321,guarulhos,SP,VBy6T8nuWyMy,tjn9TXOjEGlU,820.05,133.37,1,credit_card,1,203.99,auto,50.0,17.0,10.0,15.0
NG6kIhXDrfbL,ieW0oSlDwKPF,delivered,2017-05-15 23:58:39,2017-05-16 01:02:33,2017-05-22 08:35:59,2017-06-06,2519,rio de janeiro,RJ,nps3fwSh233Q,2jTASjIU2rIf,265.9,47.55,1,credit_card,4,52.83,toys,600.0,22.0,12.0,12.0
KR1k8ZSGjGX9,UrqNp2B3FIrg,delivered,2018-08-02 12:06:18,2018-08-02 13:04:24,2018-08-06 16:13:06,2018-08-08,77423,rio claro,SP,FMn5DwXxTpz2,Y05S2sZbYyUe,3.5,9.49,1,credit_card,1,25.16,computers_accessories,450.0,37.0,4.0,12.0
wE4ia4SGHCjI,LsBAqoskxIXt,delivered,2017-07-16 18:14:49,2017-07-18 06:15:32,2017-07-26 12:59:39,2017-08-28,50940,matias barbosa,MG,rzLneTyAjkOh,CYe0rVOTbNZ3,403.9,21.35,1,wallet,1,1220.73,auto,800.0,16.0,16.0,11.0
rbaqaIRgteN2,d1yjrMMGPfOn,delivered,2018-05-20 22:09:05,2018-05-20 22:30:17,2018-05-25 16:04:17,2018-05-30,26321,sorocaba,SP,iRfmqpDKq7k7,ruq0u2ZpAMDr,188.8,17.51,1,credit_card,6,729.51,toys,1700.0,34.0,7.0,32.0
cg7m4N8Cv2F3,XcJO3FRvRL5o,delivered,2018-01-05 22:57:36,2018-01-05 23:07:36,2018-01-11 21:42:15,2018-01-30,6872,valinhos,SP,zyfrk25MBzNx,r9PPtLpzZVdj,129.07,57.95,1,credit_card,6,121.18,toys,1225.0,33.0,13.0,30.0
TvJFLr09RP4x,UbyPjIWQWPfb,delivered,2018-03-06 11:11:12,2018-03-06 11:49:52,2018-03-08 13:04:58,2018-04-02,88845,rio de janeiro,RJ,1cPn3wB8ok31,Ek6ADNUZ7ej9,99.81,37.21,1,credit_card,5,970.0,toys,50.0,20.0,15.0,15.0
hroeyX5Tq1dn,Ux3gcaYgLsaN,delivered,2017-12-16 17:07:49,2017-12-18 17:52:34,2017-12-27 02:48:42,2018-01-05,3634,guaruja,SP,FkrbFsVhfeOO,qI9UblMbsm1o,79.5,17.52,1,credit_card,3,277.86,toys,2350.0,16.0,40.0,16.0
NGXVg8ywHOlP,r2oqcSl6KP9h,delivered,2018-05-04 09:01:57,2018-05-04 09:12:46,2018-05-14 22:56:38,2018-05-28,88490,taubate,SP,j4WGTbJtEqnQ,QwTHQ3NRUJGs,128.99,77.98,1,credit_card,2,37.05,pet_shop,900.0,26.0,19.0,23.0
TRPJ0nsH4tPE,WBOqOsgdqvVj,delivered,2017-07-31 13:52:12,2017-07-31 14:05:27,2017-08-09 18:15:07,2017-08-29,11081,rio de janeiro,RJ,Biwi1BNtUB7l,r7VxefoTVHbb,692.0,46.76,1,credit_card,2,665.87,toys,1500.0,30.0,22.0,30.0
QLKGYe0IqBic,emb3nKRBuqi8,delivered,2018-03-15 12:40:16,2018-03-16 03:50:08,2018-03-26 15:04:21,2018-04-04,54250,belo horizonte,MG,brKswOkWPtqO,K0qPVGdA91KO,161.0,25.87,1,wallet,1,363.51,furniture_decor,650.0,20.0,35.0,20.0
AS5Jd8y32uNQ,BT1oZs8cmqMb,delivered,2017-11-26 20:23:02,2017-11-28 20:31:14,2017-12-06 14:58:42,2017-12-18,17900,sao paulo,SP,SHB6g9Ps7IQN,XePbD5Ocm6Yk,1009.9,29.04,1,credit_card,5,55.44,toys,900.0,23.0,7.0,16.0
xPlInMB6eZnV,kk9TGVnr6nxK,delivered,2017-11-24 14:25:07,2017-11-24 16:33:31,2017-12-06 22:22:32,2017-12-15,71976,vitoria,ES,4LF5aQL6MPqp,8CQ9epWunOJD,180.48,47.55,1,credit_card,1,56.44,toys,200.0,16.0,12.0,11.0
fQ7ghskvPuSH,p6lIemO5cyj9,delivered,2017-08-24 01:41:15,2017-08-24 02:05:14,2017-09-01 18:25:59,2017-09-18,5741,sao paulo,SP,pXXEJfaptfew,Rvum5utfPG0m,692.0,2.75,1,credit_card,1,5.78,toys,600.0,20.0,10.0,15.0
3H7n627IzLHA,DTUeFatkdORC,delivered,2017-05-02 20:56:43,2017-05-03 15:22:47,2017-05-08 09:26:42,2017-05-23,2842,nova friburgo,RJ,P0qDDSpmwAFg,JWbIVhZWLRMP,188.8,1.05,1,credit_card,7,289.85,toys,1600.0,25.0,6.0,18.0
2Tyqy0GyyhEW,1NmCkgWEknp7,delivered,2018-03-25 16:43:56,2018-03-25 16:55:50,2018-03-29 16:19:02,2018-04-06,79903,campinas,SP,xjj1cn3j4p3B,QgSPgHi2XQs8,30.4,34.33,3,voucher,1,25.58,toys,163.0,17.0,11.0,13.0
cguwufcKpL6E,xRhjs9Tawc8Y,delivered,2018-07-21 16:01:11,2018-07-24 11:32:51,2018-07-26 21:55:50,2018-08-01,54460,santo antonio de posse,SP,lTvhzQRh1kwJ,yGbPyLPc8PmT,106.74,35.88,1,wallet,1,238.12,toys,250.0,16.0,2.0,11.0
AP9Dr5Ojp7Zq,XFa5gFUwDiGk,delivered,2018-01-15 10:18:09,2018-01-15 10:30:26,2018-02-15 15:32:30,2018-02-09,3451,salvador,BA,qzzVeKF33KfX,5IpSxnKVJPkj,145.69,70.82,1,credit_card,1,220.12,toys,100.0,21.0,9.0,13.0
fOShtfBPotKo,lMsIsjqzaeIn,delivered,2018-08-21 10:48:12,2018-08-21 11:10:09,2018-08-30 16:45:49,2018-09-10,87470,senador canedo,GO,w1vIpoEYJCU4,4YcgcZ3R8f8q,34.0,6.44,1,credit_card,1,258.58,toys,300.0,25.0,15.0,25.0
nn6txuB3Lwgq,zw0faWrW48pC,delivered,2018-08-14 23:22:18,2018-08-14 23:35:22,2018-08-17 17:38:56,2018-08-21,1129,sao paulo,SP,4DGGAtcXRTG5,WTbhLip6Y9IF,99.33,18.43,1,credit_card,4,179.32,toys,250.0,16.0,11.0,11.0
fDi6qNfLSi1K,8dwaPlN4EKiR,delivered,2017-09-25 10:08:28,2017-09-25 10:26:19,2017-10-06 17:48:00,2017-10-10,93218,sao paulo,SP,sVdPWrPFEt2G,v7nG6Ni4GxpS,3.5,23.6,1,credit_card,1,153.98,toys,1475.0,23.0,9.0,13.0
h90YNQSTuEQs,rnoJPAOYNOGP,delivered,2017-10-09 14:50:46,2017-10-09 15:14:27,2017-10-26 17:12:57,2017-10-26,91180,rio de janeiro,RJ,K9inDFpRP1Y5,nQlmkVGs3xYh,26.85,53.29,1,credit_card,2,101.84,toys,588.0,19.0,14.0,17.0
8O6p3PVJIK1G,sbcZJZOjDBpQ,delivered,2018-03-17 15:48:01,2018-03-17 16:08:50,2018-04-02 16:46:46,2018-04-16,79700,arraial do cabo,RJ,jtAJZkeGwQ3H,CqBlDSKvUbJ2,289.98,34.13,1,credit_card,10,18.78,bed_bath_table,8800.0,33.0,12.0,33.0
8AxWQb4CXCgl,uWNyi0oNcKLS,delivered,2017-05-04 20:25:28,2017-05-04 20:35:12,2017-05-09 10:36:53,2017-05-29,58305,santos,SP,3ipfyJQWx3eU,oqejBC0typqo,50.21,2.46,1,credit_card,1,44.75,toys,300.0,25.0,5.0,30.0
ZXGUKjfMRYoX,hVFUpGh4pQZC,delivered,2018-04-04 23:27:37,2018-04-04 23:48:29,2018-04-11 19:04:47,2018-05-11,26980,rio de janeiro,RJ,221SFXjACWJz,9Yc3gfdJ67nL,252.99,104.0,1,credit_card,2,204.53,toys,550.0,20.0,20.0,20.0
Dk1XIs9I9jBD,lvXHbDurA2Zj,delivered,2017-05-15 20:42:04,2017-05-17 04:15:08,2017-06-19 21:42:39,2017-06-06,85877,santa gertrudes,SP,r0YGuNU1uijS,oriyBYKGv0Wg,10.35,46.13,1,wallet,1,159.89,sports_leisure,1563.0,20.0,16.0,17.0
